type of mail,date_created,type of action,email domain,email company,design type
confirm,2025-01-28,send,hotmail,QuickMail,type 2
confirm,2025-01-28,send,hotmail,QuickMail,type 2
confirm,2025-01-28,send,hotmail,QuickMail,type 2
confirm,2025-01-28,send,hotmail,QuickMail,type 2
confirm,2025-01-28,send,hotmail,QuickMail,type 2
confirm,2025-01-28,send,hotmail,QuickMail,type 2
confirm,2025-01-28,send,hotmail,QuickMail,type 2
confirm,2025-01-28,send,hotmail,QuickMail,type 2
confirm,2025-01-28,send,hotmail,QuickMail,type 2
confirm,2025-01-28,send,hotmail,QuickMail,type 2
confirm,2025-01-28,send,hotmail,QuickMail,type 2
confirm,2025-01-28,send,hotmail,QuickMail,type 2
confirm,2025-01-28,send,hotmail,QuickMail,type 2
confirm,2025-01-28,send,hotmail,QuickMail,type 2
confirm,2025-01-28,send,hotmail,QuickMail,type 2
confirm,2025-01-28,send,hotmail,QuickMail,type 2
confirm,2025-01-28,click,gmail,EveryMail,type 1
confirm,2025-01-28,click,gmail,EveryMail,type 1
confirm,2025-01-28,click,gmail,EveryMail,type 1
confirm,2025-01-28,click,gmail,EveryMail,type 1
confirm,2025-01-28,click,gmail,EveryMail,type 1
confirm,2025-01-28,click,gmail,EveryMail,type 1
confirm,2025-01-28,click,gmail,EveryMail,type 1
confirm,2025-01-28,open,gmail,EveryMail,type 1
confirm,2025-01-28,open,gmail,EveryMail,type 1
confirm,2025-01-28,open,gmail,EveryMail,type 1
confirm,2025-01-28,open,gmail,EveryMail,type 1
confirm,2025-01-28,open,gmail,EveryMail,type 1
confirm,2025-01-28,open,gmail,EveryMail,type 1
confirm,2025-01-28,open,gmail,EveryMail,type 1
confirm,2025-01-28,open,gmail,EveryMail,type 1
confirm,2025-01-28,open,gmail,EveryMail,type 1
confirm,2025-01-28,receive,gmail,EveryMail,type 1
confirm,2025-01-28,receive,gmail,EveryMail,type 1
confirm,2025-01-28,receive,gmail,EveryMail,type 1
confirm,2025-01-28,receive,gmail,EveryMail,type 1
confirm,2025-01-28,receive,gmail,EveryMail,type 1
confirm,2025-01-28,receive,gmail,EveryMail,type 1
confirm,2025-01-28,receive,gmail,EveryMail,type 1
confirm,2025-01-28,receive,gmail,EveryMail,type 1
confirm,2025-01-28,receive,gmail,EveryMail,type 1
confirm,2025-01-28,receive,gmail,EveryMail,type 1
confirm,2025-01-28,receive,gmail,EveryMail,type 1
confirm,2025-01-28,receive,gmail,EveryMail,type 1
confirm,2025-01-28,receive,gmail,EveryMail,type 1
confirm,2025-01-28,receive,gmail,EveryMail,type 1
confirm,2025-01-28,receive,gmail,EveryMail,type 1
confirm,2025-01-28,receive,gmail,EveryMail,type 1
confirm,2025-01-28,receive,gmail,EveryMail,type 1
confirm,2025-01-28,receive,gmail,EveryMail,type 1
confirm,2025-01-28,receive,gmail,EveryMail,type 1
confirm,2025-01-28,receive,gmail,EveryMail,type 1
confirm,2025-01-28,receive,gmail,EveryMail,type 1
confirm,2025-01-28,receive,gmail,EveryMail,type 1
confirm,2025-01-28,receive,gmail,EveryMail,type 1
confirm,2025-01-28,receive,gmail,EveryMail,type 1
confirm,2025-01-28,receive,gmail,EveryMail,type 1
confirm,2025-01-28,receive,gmail,EveryMail,type 1
confirm,2025-01-28,receive,gmail,EveryMail,type 1
confirm,2025-01-28,receive,gmail,EveryMail,type 1
confirm,2025-01-28,receive,gmail,EveryMail,type 1
confirm,2025-01-28,receive,gmail,EveryMail,type 1
confirm,2025-01-28,send,gmail,EveryMail,type 1
confirm,2025-01-28,send,gmail,EveryMail,type 1
confirm,2025-01-28,send,gmail,EveryMail,type 1
confirm,2025-01-28,send,gmail,EveryMail,type 1
confirm,2025-01-28,send,gmail,EveryMail,type 1
confirm,2025-01-28,send,gmail,EveryMail,type 1
confirm,2025-01-28,send,gmail,EveryMail,type 1
confirm,2025-01-28,send,gmail,EveryMail,type 1
confirm,2025-01-28,send,gmail,EveryMail,type 1
confirm,2025-01-28,send,gmail,EveryMail,type 1
confirm,2025-01-28,send,gmail,EveryMail,type 1
confirm,2025-01-28,send,gmail,EveryMail,type 1
confirm,2025-01-28,send,gmail,EveryMail,type 1
confirm,2025-01-28,send,gmail,EveryMail,type 1
confirm,2025-01-28,send,gmail,EveryMail,type 1
confirm,2025-01-28,send,gmail,EveryMail,type 1
confirm,2025-01-28,send,gmail,EveryMail,type 1
confirm,2025-01-28,send,gmail,EveryMail,type 1
confirm,2025-01-28,send,gmail,EveryMail,type 1
confirm,2025-01-28,send,gmail,EveryMail,type 1
confirm,2025-01-28,send,gmail,EveryMail,type 1
confirm,2025-01-28,send,gmail,EveryMail,type 1
confirm,2025-01-28,send,gmail,EveryMail,type 1
confirm,2025-01-28,send,gmail,EveryMail,type 1
confirm,2025-01-28,send,gmail,EveryMail,type 1
confirm,2025-01-28,send,gmail,EveryMail,type 1
confirm,2025-01-28,send,gmail,EveryMail,type 1
confirm,2025-01-28,send,gmail,EveryMail,type 1
confirm,2025-01-28,send,gmail,EveryMail,type 1
confirm,2025-01-28,send,gmail,EveryMail,type 1
confirm,2025-01-28,unsubscribe,gmail,EveryMail,type 1
confirm,2025-01-28,unsubscribe,gmail,EveryMail,type 1
confirm,2025-01-28,unsubscribe,gmail,EveryMail,type 1
confirm,2025-01-28,unsubscribe,gmail,EveryMail,type 1
confirm,2025-01-28,unsubscribe,gmail,EveryMail,type 1
confirm,2025-01-28,unsubscribe,gmail,EveryMail,type 1
confirm,2025-01-28,click,gmail,JustSends,type 1
confirm,2025-01-28,click,gmail,JustSends,type 1
confirm,2025-01-28,click,hotmail,JustSends,type 2
confirm,2025-01-28,click,hotmail,JustSends,type 2
confirm,2025-01-28,click,hotmail,JustSends,type 2
confirm,2025-01-28,click,hotmail,JustSends,type 2
confirm,2025-01-28,click,hotmail,JustSends,type 2
confirm,2025-01-28,click,hotmail,JustSends,type 2
confirm,2025-01-28,click,hotmail,JustSends,type 2
confirm,2025-01-28,open,gmail,JustSends,type 1
confirm,2025-01-28,open,gmail,JustSends,type 1
confirm,2025-01-28,open,hotmail,JustSends,type 2
confirm,2025-01-28,open,hotmail,JustSends,type 2
confirm,2025-01-28,open,hotmail,JustSends,type 2
confirm,2025-01-28,open,hotmail,JustSends,type 2
confirm,2025-01-28,open,hotmail,JustSends,type 2
confirm,2025-01-28,receive,gmail,JustSends,type 1
confirm,2025-01-28,receive,gmail,JustSends,type 1
confirm,2025-01-28,receive,gmail,JustSends,type 1
confirm,2025-01-28,receive,gmail,JustSends,type 1
confirm,2025-01-28,receive,gmail,JustSends,type 1
confirm,2025-01-28,receive,gmail,JustSends,type 1
confirm,2025-01-28,receive,gmail,JustSends,type 1
confirm,2025-01-28,receive,gmail,JustSends,type 1
confirm,2025-01-28,receive,gmail,JustSends,type 1
confirm,2025-01-28,receive,gmail,JustSends,type 1
confirm,2025-01-28,receive,gmail,JustSends,type 1
confirm,2025-01-28,receive,gmail,JustSends,type 1
confirm,2025-01-28,receive,gmail,JustSends,type 1
confirm,2025-01-28,receive,gmail,JustSends,type 1
confirm,2025-01-28,receive,gmail,JustSends,type 1
confirm,2025-01-28,receive,hotmail,JustSends,type 2
confirm,2025-01-28,receive,hotmail,JustSends,type 2
confirm,2025-01-28,receive,hotmail,JustSends,type 2
confirm,2025-01-28,receive,hotmail,JustSends,type 2
confirm,2025-01-28,receive,hotmail,JustSends,type 2
confirm,2025-01-28,receive,hotmail,JustSends,type 2
confirm,2025-01-28,receive,hotmail,JustSends,type 2
confirm,2025-01-28,receive,hotmail,JustSends,type 2
confirm,2025-01-28,receive,hotmail,JustSends,type 2
confirm,2025-01-28,receive,hotmail,JustSends,type 2
confirm,2025-01-28,receive,hotmail,JustSends,type 2
confirm,2025-01-28,send,gmail,JustSends,type 1
confirm,2025-01-28,send,gmail,JustSends,type 1
confirm,2025-01-28,send,gmail,JustSends,type 1
confirm,2025-01-28,send,gmail,JustSends,type 1
confirm,2025-01-28,send,gmail,JustSends,type 1
confirm,2025-01-28,send,gmail,JustSends,type 1
confirm,2025-01-28,send,gmail,JustSends,type 1
confirm,2025-01-28,send,gmail,JustSends,type 1
confirm,2025-01-28,send,gmail,JustSends,type 1
confirm,2025-01-28,send,gmail,JustSends,type 1
confirm,2025-01-28,send,gmail,JustSends,type 1
confirm,2025-01-28,send,gmail,JustSends,type 1
confirm,2025-01-28,send,gmail,JustSends,type 1
confirm,2025-01-28,send,hotmail,JustSends,type 2
confirm,2025-01-28,send,hotmail,JustSends,type 2
confirm,2025-01-28,send,hotmail,JustSends,type 2
confirm,2025-01-28,send,hotmail,JustSends,type 2
confirm,2025-01-28,send,hotmail,JustSends,type 2
confirm,2025-01-28,send,hotmail,JustSends,type 2
confirm,2025-01-28,send,hotmail,JustSends,type 2
confirm,2025-01-28,send,hotmail,JustSends,type 2
confirm,2025-01-28,send,hotmail,JustSends,type 2
confirm,2025-01-28,send,hotmail,JustSends,type 2
confirm,2025-01-28,send,hotmail,JustSends,type 2
confirm,2025-01-28,send,hotmail,JustSends,type 2
confirm,2025-01-28,send,hotmail,JustSends,type 2
confirm,2025-01-28,send,hotmail,JustSends,type 2
confirm,2025-01-28,send,hotmail,JustSends,type 2
confirm,2025-01-28,send,hotmail,JustSends,type 2
confirm,2025-01-28,send,hotmail,JustSends,type 2
confirm,2025-01-28,send,hotmail,JustSends,type 2
confirm,2025-01-28,send,hotmail,JustSends,type 2
confirm,2025-01-28,send,hotmail,JustSends,type 2
confirm,2025-01-28,send,hotmail,JustSends,type 2
confirm,2025-01-28,send,hotmail,JustSends,type 2
confirm,2025-01-28,unsubscribe,gmail,JustSends,type 1
confirm,2025-01-28,unsubscribe,gmail,JustSends,type 1
confirm,2025-01-28,unsubscribe,gmail,JustSends,type 1
confirm,2025-01-28,unsubscribe,gmail,JustSends,type 1
confirm,2025-01-28,unsubscribe,gmail,JustSends,type 1
confirm,2025-01-28,unsubscribe,gmail,JustSends,type 1
confirm,2025-01-29,click,hotmail,QuickMail,type 2
confirm,2025-01-29,click,hotmail,QuickMail,type 2
confirm,2025-01-29,click,hotmail,QuickMail,type 2
confirm,2025-01-29,click,hotmail,QuickMail,type 2
confirm,2025-01-29,click,hotmail,QuickMail,type 2
confirm,2025-01-29,click,hotmail,QuickMail,type 2
confirm,2025-01-29,click,hotmail,QuickMail,type 2
confirm,2025-01-29,click,hotmail,QuickMail,type 2
confirm,2025-01-29,click,hotmail,QuickMail,type 2
confirm,2025-01-29,click,hotmail,QuickMail,type 2
confirm,2025-01-29,open,hotmail,QuickMail,type 2
confirm,2025-01-29,open,hotmail,QuickMail,type 2
confirm,2025-01-29,open,hotmail,QuickMail,type 2
confirm,2025-01-29,open,hotmail,QuickMail,type 2
confirm,2025-01-29,open,hotmail,QuickMail,type 2
confirm,2025-01-29,open,hotmail,QuickMail,type 2
confirm,2025-01-29,open,hotmail,QuickMail,type 2
confirm,2025-01-29,open,hotmail,QuickMail,type 2
confirm,2025-01-29,open,hotmail,QuickMail,type 2
confirm,2025-01-29,open,hotmail,QuickMail,type 2
confirm,2025-01-29,receive,hotmail,QuickMail,type 2
confirm,2025-01-29,receive,hotmail,QuickMail,type 2
confirm,2025-01-29,receive,hotmail,QuickMail,type 2
confirm,2025-01-29,receive,hotmail,QuickMail,type 2
confirm,2025-01-29,receive,hotmail,QuickMail,type 2
confirm,2025-01-29,receive,hotmail,QuickMail,type 2
confirm,2025-01-29,receive,hotmail,QuickMail,type 2
confirm,2025-01-29,receive,hotmail,QuickMail,type 2
confirm,2025-01-29,receive,hotmail,QuickMail,type 2
confirm,2025-01-29,receive,hotmail,QuickMail,type 2
confirm,2025-01-29,receive,hotmail,QuickMail,type 2
confirm,2025-01-29,receive,hotmail,QuickMail,type 2
confirm,2025-01-29,receive,hotmail,QuickMail,type 2
confirm,2025-01-29,receive,hotmail,QuickMail,type 2
confirm,2025-01-29,receive,hotmail,QuickMail,type 2
confirm,2025-01-29,send,hotmail,QuickMail,type 2
confirm,2025-01-29,send,hotmail,QuickMail,type 2
confirm,2025-01-29,send,hotmail,QuickMail,type 2
confirm,2025-01-29,send,hotmail,QuickMail,type 2
confirm,2025-01-29,send,hotmail,QuickMail,type 2
confirm,2025-01-29,send,hotmail,QuickMail,type 2
confirm,2025-01-29,send,hotmail,QuickMail,type 2
confirm,2025-01-29,send,hotmail,QuickMail,type 2
confirm,2025-01-29,send,hotmail,QuickMail,type 2
confirm,2025-01-29,send,hotmail,QuickMail,type 2
confirm,2025-01-29,send,hotmail,QuickMail,type 2
confirm,2025-01-29,send,hotmail,QuickMail,type 2
confirm,2025-01-29,send,hotmail,QuickMail,type 2
confirm,2025-01-29,send,hotmail,QuickMail,type 2
confirm,2025-01-29,send,hotmail,QuickMail,type 2
confirm,2025-01-29,send,hotmail,QuickMail,type 2
confirm,2025-01-29,send,hotmail,QuickMail,type 2
confirm,2025-01-29,send,hotmail,QuickMail,type 2
confirm,2025-01-29,send,hotmail,QuickMail,type 2
confirm,2025-01-29,send,hotmail,QuickMail,type 2
confirm,2025-01-29,send,hotmail,QuickMail,type 2
confirm,2025-01-29,send,hotmail,QuickMail,type 2
confirm,2025-01-29,send,hotmail,QuickMail,type 2
confirm,2025-01-29,send,hotmail,QuickMail,type 2
confirm,2025-01-29,send,hotmail,QuickMail,type 2
confirm,2025-01-29,send,hotmail,QuickMail,type 2
confirm,2025-01-29,send,hotmail,QuickMail,type 2
confirm,2025-01-29,send,hotmail,QuickMail,type 2
confirm,2025-01-29,click,gmail,EveryMail,type 1
confirm,2025-01-29,click,gmail,EveryMail,type 1
confirm,2025-01-29,click,gmail,EveryMail,type 1
confirm,2025-01-29,click,gmail,EveryMail,type 1
confirm,2025-01-29,click,gmail,EveryMail,type 1
confirm,2025-01-29,click,gmail,EveryMail,type 1
confirm,2025-01-29,click,gmail,EveryMail,type 1
confirm,2025-01-29,open,gmail,EveryMail,type 1
confirm,2025-01-29,open,gmail,EveryMail,type 1
confirm,2025-01-29,open,gmail,EveryMail,type 1
confirm,2025-01-29,open,gmail,EveryMail,type 1
confirm,2025-01-29,open,gmail,EveryMail,type 1
confirm,2025-01-29,open,gmail,EveryMail,type 1
confirm,2025-01-29,open,gmail,EveryMail,type 1
confirm,2025-01-29,open,gmail,EveryMail,type 1
confirm,2025-01-29,open,gmail,EveryMail,type 1
confirm,2025-01-29,receive,gmail,EveryMail,type 1
confirm,2025-01-29,receive,gmail,EveryMail,type 1
confirm,2025-01-29,receive,gmail,EveryMail,type 1
confirm,2025-01-29,receive,gmail,EveryMail,type 1
confirm,2025-01-29,receive,gmail,EveryMail,type 1
confirm,2025-01-29,receive,gmail,EveryMail,type 1
confirm,2025-01-29,receive,gmail,EveryMail,type 1
confirm,2025-01-29,receive,gmail,EveryMail,type 1
confirm,2025-01-29,receive,gmail,EveryMail,type 1
confirm,2025-01-29,receive,gmail,EveryMail,type 1
confirm,2025-01-29,receive,gmail,EveryMail,type 1
confirm,2025-01-29,receive,gmail,EveryMail,type 1
confirm,2025-01-29,receive,gmail,EveryMail,type 1
confirm,2025-01-29,receive,gmail,EveryMail,type 1
confirm,2025-01-29,receive,gmail,EveryMail,type 1
confirm,2025-01-29,receive,gmail,EveryMail,type 1
confirm,2025-01-29,receive,gmail,EveryMail,type 1
confirm,2025-01-29,receive,gmail,EveryMail,type 1
confirm,2025-01-29,receive,gmail,EveryMail,type 1
confirm,2025-01-29,receive,gmail,EveryMail,type 1
confirm,2025-01-29,receive,gmail,EveryMail,type 1
confirm,2025-01-29,receive,gmail,EveryMail,type 1
confirm,2025-01-29,receive,gmail,EveryMail,type 1
confirm,2025-01-29,receive,gmail,EveryMail,type 1
confirm,2025-01-29,receive,gmail,EveryMail,type 1
confirm,2025-01-29,receive,gmail,EveryMail,type 1
confirm,2025-01-29,receive,gmail,EveryMail,type 1
confirm,2025-01-29,receive,gmail,EveryMail,type 1
confirm,2025-01-29,receive,gmail,EveryMail,type 1
confirm,2025-01-29,receive,gmail,EveryMail,type 1
confirm,2025-01-29,send,gmail,EveryMail,type 1
confirm,2025-01-29,send,gmail,EveryMail,type 1
confirm,2025-01-29,send,gmail,EveryMail,type 1
confirm,2025-01-29,send,gmail,EveryMail,type 1
confirm,2025-01-29,send,gmail,EveryMail,type 1
confirm,2025-01-29,send,gmail,EveryMail,type 1
confirm,2025-01-29,send,gmail,EveryMail,type 1
confirm,2025-01-29,send,gmail,EveryMail,type 1
confirm,2025-01-29,send,gmail,EveryMail,type 1
confirm,2025-01-29,send,gmail,EveryMail,type 1
confirm,2025-01-29,send,gmail,EveryMail,type 1
confirm,2025-01-29,send,gmail,EveryMail,type 1
confirm,2025-01-29,send,gmail,EveryMail,type 1
confirm,2025-01-29,send,gmail,EveryMail,type 1
confirm,2025-01-29,send,gmail,EveryMail,type 1
confirm,2025-01-29,send,gmail,EveryMail,type 1
confirm,2025-01-29,send,gmail,EveryMail,type 1
confirm,2025-01-29,send,gmail,EveryMail,type 1
confirm,2025-01-29,send,gmail,EveryMail,type 1
confirm,2025-01-29,send,gmail,EveryMail,type 1
confirm,2025-01-29,send,gmail,EveryMail,type 1
confirm,2025-01-29,send,gmail,EveryMail,type 1
confirm,2025-01-29,send,gmail,EveryMail,type 1
confirm,2025-01-29,send,gmail,EveryMail,type 1
confirm,2025-01-29,send,gmail,EveryMail,type 1
confirm,2025-01-29,send,gmail,EveryMail,type 1
confirm,2025-01-29,send,gmail,EveryMail,type 1
confirm,2025-01-29,send,gmail,EveryMail,type 1
confirm,2025-01-29,send,gmail,EveryMail,type 1
confirm,2025-01-29,send,gmail,EveryMail,type 1
confirm,2025-01-29,unsubscribe,gmail,EveryMail,type 1
confirm,2025-01-29,unsubscribe,gmail,EveryMail,type 1
confirm,2025-01-29,unsubscribe,gmail,EveryMail,type 1
confirm,2025-01-29,unsubscribe,gmail,EveryMail,type 1
confirm,2025-01-29,unsubscribe,gmail,EveryMail,type 1
confirm,2025-01-29,unsubscribe,gmail,EveryMail,type 1
confirm,2025-01-29,click,gmail,JustSends,type 1
confirm,2025-01-29,click,gmail,JustSends,type 1
confirm,2025-01-29,click,hotmail,JustSends,type 2
confirm,2025-01-29,click,hotmail,JustSends,type 2
confirm,2025-01-29,click,hotmail,JustSends,type 2
confirm,2025-01-29,click,hotmail,JustSends,type 2
confirm,2025-01-29,click,hotmail,JustSends,type 2
confirm,2025-01-29,click,hotmail,JustSends,type 2
confirm,2025-01-29,click,hotmail,JustSends,type 2
confirm,2025-01-29,open,gmail,JustSends,type 1
confirm,2025-01-29,open,gmail,JustSends,type 1
confirm,2025-01-29,open,hotmail,JustSends,type 2
confirm,2025-01-29,open,hotmail,JustSends,type 2
confirm,2025-01-29,open,hotmail,JustSends,type 2
confirm,2025-01-29,open,hotmail,JustSends,type 2
confirm,2025-01-29,open,hotmail,JustSends,type 2
confirm,2025-01-29,receive,gmail,JustSends,type 1
confirm,2025-01-29,receive,gmail,JustSends,type 1
confirm,2025-01-29,receive,gmail,JustSends,type 1
confirm,2025-01-29,receive,gmail,JustSends,type 1
confirm,2025-01-29,receive,gmail,JustSends,type 1
confirm,2025-01-29,receive,gmail,JustSends,type 1
confirm,2025-01-29,receive,gmail,JustSends,type 1
confirm,2025-01-29,receive,gmail,JustSends,type 1
confirm,2025-01-29,receive,gmail,JustSends,type 1
confirm,2025-01-29,receive,gmail,JustSends,type 1
confirm,2025-01-29,receive,gmail,JustSends,type 1
confirm,2025-01-29,receive,gmail,JustSends,type 1
confirm,2025-01-29,receive,gmail,JustSends,type 1
confirm,2025-01-29,receive,gmail,JustSends,type 1
confirm,2025-01-29,receive,gmail,JustSends,type 1
confirm,2025-01-29,receive,hotmail,JustSends,type 2
confirm,2025-01-29,receive,hotmail,JustSends,type 2
confirm,2025-01-29,receive,hotmail,JustSends,type 2
confirm,2025-01-29,receive,hotmail,JustSends,type 2
confirm,2025-01-29,receive,hotmail,JustSends,type 2
confirm,2025-01-29,receive,hotmail,JustSends,type 2
confirm,2025-01-29,receive,hotmail,JustSends,type 2
confirm,2025-01-29,receive,hotmail,JustSends,type 2
confirm,2025-01-29,receive,hotmail,JustSends,type 2
confirm,2025-01-29,receive,hotmail,JustSends,type 2
confirm,2025-01-29,receive,hotmail,JustSends,type 2
confirm,2025-01-29,send,gmail,JustSends,type 1
confirm,2025-01-29,send,gmail,JustSends,type 1
confirm,2025-01-29,send,gmail,JustSends,type 1
confirm,2025-01-29,send,gmail,JustSends,type 1
confirm,2025-01-29,send,gmail,JustSends,type 1
confirm,2025-01-29,send,gmail,JustSends,type 1
confirm,2025-01-29,send,gmail,JustSends,type 1
confirm,2025-01-29,send,gmail,JustSends,type 1
confirm,2025-01-29,send,gmail,JustSends,type 1
confirm,2025-01-29,send,gmail,JustSends,type 1
confirm,2025-01-29,send,gmail,JustSends,type 1
confirm,2025-01-29,send,gmail,JustSends,type 1
confirm,2025-01-29,send,gmail,JustSends,type 1
confirm,2025-01-29,send,hotmail,JustSends,type 2
confirm,2025-01-29,send,hotmail,JustSends,type 2
confirm,2025-01-29,send,hotmail,JustSends,type 2
confirm,2025-01-29,send,hotmail,JustSends,type 2
confirm,2025-01-29,send,hotmail,JustSends,type 2
confirm,2025-01-29,send,hotmail,JustSends,type 2
confirm,2025-01-29,send,hotmail,JustSends,type 2
confirm,2025-01-29,send,hotmail,JustSends,type 2
confirm,2025-01-29,send,hotmail,JustSends,type 2
confirm,2025-01-29,send,hotmail,JustSends,type 2
confirm,2025-01-29,send,hotmail,JustSends,type 2
confirm,2025-01-29,send,hotmail,JustSends,type 2
confirm,2025-01-29,send,hotmail,JustSends,type 2
confirm,2025-01-29,send,hotmail,JustSends,type 2
confirm,2025-01-29,send,hotmail,JustSends,type 2
confirm,2025-01-29,send,hotmail,JustSends,type 2
confirm,2025-01-29,send,hotmail,JustSends,type 2
confirm,2025-01-29,send,hotmail,JustSends,type 2
confirm,2025-01-29,send,hotmail,JustSends,type 2
confirm,2025-01-29,send,hotmail,JustSends,type 2
confirm,2025-01-29,send,hotmail,JustSends,type 2
confirm,2025-01-29,send,hotmail,JustSends,type 2
confirm,2025-01-29,unsubscribe,gmail,JustSends,type 1
confirm,2025-01-29,unsubscribe,gmail,JustSends,type 1
confirm,2025-01-29,unsubscribe,gmail,JustSends,type 1
confirm,2025-01-29,unsubscribe,gmail,JustSends,type 1
confirm,2025-01-29,unsubscribe,gmail,JustSends,type 1
confirm,2025-01-29,unsubscribe,gmail,JustSends,type 1
confirm,2025-01-30,click,hotmail,QuickMail,type 2
confirm,2025-01-30,click,hotmail,QuickMail,type 2
confirm,2025-01-30,click,hotmail,QuickMail,type 2
confirm,2025-01-30,click,hotmail,QuickMail,type 2
confirm,2025-01-30,click,hotmail,QuickMail,type 2
confirm,2025-01-30,click,hotmail,QuickMail,type 2
confirm,2025-01-30,click,hotmail,QuickMail,type 2
confirm,2025-01-30,click,hotmail,QuickMail,type 2
confirm,2025-01-30,click,hotmail,QuickMail,type 2
confirm,2025-01-30,click,hotmail,QuickMail,type 2
confirm,2025-01-30,open,hotmail,QuickMail,type 2
confirm,2025-01-30,open,hotmail,QuickMail,type 2
confirm,2025-01-30,open,hotmail,QuickMail,type 2
confirm,2025-01-30,open,hotmail,QuickMail,type 2
confirm,2025-01-30,open,hotmail,QuickMail,type 2
confirm,2025-01-30,open,hotmail,QuickMail,type 2
confirm,2025-01-30,open,hotmail,QuickMail,type 2
confirm,2025-01-30,open,hotmail,QuickMail,type 2
confirm,2025-01-30,open,hotmail,QuickMail,type 2
confirm,2025-01-30,open,hotmail,QuickMail,type 2
confirm,2025-01-30,receive,hotmail,QuickMail,type 2
confirm,2025-01-30,receive,hotmail,QuickMail,type 2
confirm,2025-01-30,receive,hotmail,QuickMail,type 2
confirm,2025-01-30,receive,hotmail,QuickMail,type 2
confirm,2025-01-30,receive,hotmail,QuickMail,type 2
confirm,2025-01-30,receive,hotmail,QuickMail,type 2
confirm,2025-01-30,receive,hotmail,QuickMail,type 2
confirm,2025-01-30,receive,hotmail,QuickMail,type 2
confirm,2025-01-30,receive,hotmail,QuickMail,type 2
confirm,2025-01-30,receive,hotmail,QuickMail,type 2
confirm,2025-01-30,receive,hotmail,QuickMail,type 2
confirm,2025-01-30,receive,hotmail,QuickMail,type 2
confirm,2025-01-30,receive,hotmail,QuickMail,type 2
confirm,2025-01-30,receive,hotmail,QuickMail,type 2
confirm,2025-01-30,receive,hotmail,QuickMail,type 2
confirm,2025-01-30,send,hotmail,QuickMail,type 2
confirm,2025-01-30,send,hotmail,QuickMail,type 2
confirm,2025-01-30,send,hotmail,QuickMail,type 2
confirm,2025-01-30,send,hotmail,QuickMail,type 2
confirm,2025-01-30,send,hotmail,QuickMail,type 2
confirm,2025-01-30,send,hotmail,QuickMail,type 2
confirm,2025-01-30,send,hotmail,QuickMail,type 2
confirm,2025-01-30,send,hotmail,QuickMail,type 2
confirm,2025-01-30,send,hotmail,QuickMail,type 2
confirm,2025-01-30,send,hotmail,QuickMail,type 2
confirm,2025-01-30,send,hotmail,QuickMail,type 2
confirm,2025-01-30,send,hotmail,QuickMail,type 2
confirm,2025-01-30,send,hotmail,QuickMail,type 2
confirm,2025-01-30,send,hotmail,QuickMail,type 2
confirm,2025-01-30,send,hotmail,QuickMail,type 2
confirm,2025-01-30,send,hotmail,QuickMail,type 2
confirm,2025-01-30,send,hotmail,QuickMail,type 2
confirm,2025-01-30,send,hotmail,QuickMail,type 2
confirm,2025-01-30,send,hotmail,QuickMail,type 2
confirm,2025-01-30,send,hotmail,QuickMail,type 2
confirm,2025-01-30,send,hotmail,QuickMail,type 2
confirm,2025-01-30,send,hotmail,QuickMail,type 2
confirm,2025-01-30,send,hotmail,QuickMail,type 2
confirm,2025-01-30,send,hotmail,QuickMail,type 2
confirm,2025-01-30,send,hotmail,QuickMail,type 2
confirm,2025-01-30,send,hotmail,QuickMail,type 2
confirm,2025-01-30,send,hotmail,QuickMail,type 2
confirm,2025-01-30,send,hotmail,QuickMail,type 2
confirm,2025-01-30,click,gmail,EveryMail,type 1
confirm,2025-01-30,click,gmail,EveryMail,type 1
confirm,2025-01-30,click,gmail,EveryMail,type 1
confirm,2025-01-30,click,gmail,EveryMail,type 1
confirm,2025-01-30,click,gmail,EveryMail,type 1
confirm,2025-01-30,click,gmail,EveryMail,type 1
confirm,2025-01-30,click,gmail,EveryMail,type 1
confirm,2025-01-30,open,gmail,EveryMail,type 1
confirm,2025-01-30,open,gmail,EveryMail,type 1
confirm,2025-01-30,open,gmail,EveryMail,type 1
confirm,2025-01-30,open,gmail,EveryMail,type 1
confirm,2025-01-30,open,gmail,EveryMail,type 1
confirm,2025-01-30,open,gmail,EveryMail,type 1
confirm,2025-01-30,open,gmail,EveryMail,type 1
confirm,2025-01-30,open,gmail,EveryMail,type 1
confirm,2025-01-30,open,gmail,EveryMail,type 1
confirm,2025-01-30,receive,gmail,EveryMail,type 1
confirm,2025-01-30,receive,gmail,EveryMail,type 1
confirm,2025-01-30,receive,gmail,EveryMail,type 1
confirm,2025-01-30,receive,gmail,EveryMail,type 1
confirm,2025-01-30,receive,gmail,EveryMail,type 1
confirm,2025-01-30,receive,gmail,EveryMail,type 1
confirm,2025-01-30,receive,gmail,EveryMail,type 1
confirm,2025-01-30,receive,gmail,EveryMail,type 1
confirm,2025-01-30,receive,gmail,EveryMail,type 1
confirm,2025-01-30,receive,gmail,EveryMail,type 1
confirm,2025-01-30,receive,gmail,EveryMail,type 1
confirm,2025-01-30,receive,gmail,EveryMail,type 1
confirm,2025-01-30,receive,gmail,EveryMail,type 1
confirm,2025-01-30,receive,gmail,EveryMail,type 1
confirm,2025-01-30,receive,gmail,EveryMail,type 1
confirm,2025-01-30,receive,gmail,EveryMail,type 1
